rows, columns, time to find success result, number of failures
9,9,16.30581831932068,145554
9,9,6.745704889297485,57215
9,9,1.6054422855377197,12514
9,9,19.608792304992676,177224
9,9,21.871628999710083,190511
9,9,0.6736552715301514,6074
9,9,12.83014726638794,115442
9,9,29.555940866470337,259776
9,9,7.4412853717803955,65970
9,9,1.8511619567871094,16643
9,9,16.97962212562561,151848
9,9,0.7542054653167725,6623
9,9,15.905014753341675,130861
9,9,16.022254943847656,143357
9,9,14.936023712158203,134808
9,9,4.6678147315979,42267
9,9,28.087525844573975,249158
9,9,3.3355679512023926,29220
9,9,17.34632968902588,154545
9,9,11.88269305229187,106519
9,9,40.74549674987793,360031
9,9,3.7782623767852783,35127
9,9,31.143685579299927,270490
9,9,2.832418203353882,20355
9,9,10.953934669494629,94747
9,9,1.8195929527282715,16206
9,9,9.126410007476807,81127
9,9,26.50270938873291,228953
9,9,12.49952244758606,105346
9,9,26.592185974121094,235056
9,9,7.990077018737793,72534
9,9,10.293865442276001,88376
9,9,23.999944925308228,195354
9,9,31.231342792510986,270966
10,10,892.5915760993958,6924989
10,10,585.4309151172638,4466556
10,10,94.8656313419342,713822
10,10,217.77231216430664,1686664
10,10,135.66491031646729,1056308
10,10,328.06254625320435,2537706
10,10,55.06744050979614,434256
10,10,233.89396786689758,1823926
10,10,347.49701738357544,2624824
10,10,748.2189650535583,5774841
10,10,1419.2001388072968,10784657
10,10,432.3407702445984,3317937
10,10,1176.2712988853455,9066638
10,10,35.87646460533142,281444
10,10,652.5923464298248,5007359
10,10,412.74705815315247,3195578
10,10,52.66206669807434,360467
10,10,238.57461977005005,1841393
10,10,17.84904408454895,127556
10,10,63.51599144935608,474546
10,10,307.937566280365,2369046
10,10,806.5232548713684,6226219
10,10,378.30628728866577,2885347
10,10,346.46185541152954,2613988
10,10,611.8535187244415,4560289
10,10,35.865867376327515,282977
10,10,340.3817105293274,2630601
10,10,786.1363668441772,6085618
10,10,572.9033274650574,4439769
10,10,83.33260130882263,643031
10,10,1052.5740337371826,8202945
10,10,210.7628185749054,1525769
10,10,282.6076421737671,2180804
10,10,610.5122730731964,4852386
10,10,174.41876220703125,1403761
10,10,24.055908918380737,194939
10,10,606.3350987434387,4725342
10,10,327.61339378356934,2626719
10,10,437.4961488246918,3482031
10,10,1444.036387205124,11462002
10,10,1021.6568665504456,8057301
10,10,234.9696009159088,1878768
10,10,465.8036642074585,3671587
10,10,136.99362993240356,1079194
10,10,344.49162673950195,2718633
10,10,874.5681958198547,6813512
10,10,1384.5428586006165,11039055
10,10,527.0342953205109,4167200
10,10,450.4196882247925,3604636
10,10,778.1536946296692,6216895
10,10,1277.2200293540955,10182862
10,10,412.0132312774658,3309592
10,10,20.74429988861084,163352
10,10,394.8401074409485,3196884
10,10,336.16719675064087,2711732
10,10,327.1513650417328,2642307
10,10,129.8022575378418,1048962
10,10,853.4914131164551,6858843
10,10,456.91106128692627,3704714
10,10,110.23257756233215,868906
10,10,431.51974654197693,3508048
10,10,765.9933943748474,6131266
10,10,968.1085007190704,7776379
10,10,418.5949685573578,3338779
10,10,894.8713970184326,7096330
10,10,302.63614869117737,2430064
10,10,189.32464790344238,1549096
10,10,447.68599677085876,3610235
10,10,745.5719952583313,5987414
10,10,225.73363494873047,1779347
10,10,107.67612719535828,859446
10,10,231.894216299057,1839337
10,10,73.75277948379517,492686
10,10,289.60546875,2295771
10,10,575.614312171936,4587367
10,10,415.51917338371277,3300272
10,10,820.5394268035889,6515807
10,10,2041.7535755634308,16122525
10,10,757.89675116539,6039638
10,10,2.5935726165771484,21582
10,10,257.83563256263733,2046217
10,10,409.4977343082428,3230384
10,10,14.56873345375061,114687
10,10,878.519284248352,7013400
10,10,701.4179239273071,5553930
10,10,1200.3434693813324,9587307
10,10,351.69857358932495,2807195
10,10,329.21129298210144,2640447
10,10,244.78649473190308,1980295
10,10,17.933398962020874,141345
10,10,447.8917257785797,3572279
10,10,445.8624498844147,3513679
10,10,522.4075829982758,4178134
10,10,379.1157486438751,2973538
10,10,384.1011199951172,3100459
10,10,275.3194386959076,2217686
10,10,44.761831760406494,366791
10,10,97.25707077980042,781477
10,10,326.6060118675232,2493067
10,10,119.83525586128235,947511
