rows, columns, time to find success result, number of failures
6,6,0.005178928375244141,50
6,6,0.007008790969848633,87
6,6,0.005181550979614258,57
6,6,0.002696514129638672,29
6,6,0.007892847061157227,100
6,6,0.0024459362030029297,19
6,6,0.0031919479370117188,37
6,6,0.0013241767883300781,10
6,6,0.002869129180908203,22
6,6,0.002123117446899414,10
6,6,0.0012319087982177734,1
6,6,0.002989053726196289,18
6,6,0.0017025470733642578,5
6,6,0.001961231231689453,16
6,6,0.0053865909576416016,66
6,6,0.00376129150390625,44
6,6,0.0029718875885009766,30
6,6,0.006245851516723633,75
6,6,0.001569509506225586,10
6,6,0.002943277359008789,34
6,6,0.002521038055419922,26
6,6,0.0016934871673583984,13
6,6,0.0019431114196777344,17
6,6,0.0012688636779785156,6
6,6,0.0012888908386230469,9
6,6,0.0011868476867675781,6
6,6,0.004152536392211914,52
6,6,0.0014567375183105469,9
6,6,0.0020732879638671875,17
6,6,0.0024700164794921875,26
6,6,0.0016126632690429688,14
6,6,0.003966569900512695,49
6,6,0.005574941635131836,73
6,6,0.008170127868652344,87
6,6,0.020827054977416992,222
6,6,0.0031735897064208984,24
6,6,0.002739429473876953,30
6,6,0.0029878616333007812,35
6,6,0.006138801574707031,47
6,6,0.0019965171813964844,16
6,6,0.0018320083618164062,16
6,6,0.0034775733947753906,35
7,7,0.007878303527832031,94
7,7,0.03308558464050293,226
7,7,0.053870201110839844,686
7,7,0.12848329544067383,1430
7,7,0.018446683883666992,222
7,7,0.011961936950683594,138
7,7,0.029630661010742188,318
7,7,0.010538339614868164,116
7,7,0.011272907257080078,130
7,7,0.17146086692810059,2041
7,7,0.006426811218261719,52
7,7,0.022015810012817383,243
7,7,0.09377932548522949,1197
7,7,0.015483617782592773,188
7,7,0.10121464729309082,1216
7,7,0.01958322525024414,221
7,7,0.006877899169921875,66
7,7,0.009963035583496094,106
7,7,0.004308223724365234,41
7,7,0.00804758071899414,90
7,7,0.03922390937805176,503
7,7,0.010532140731811523,112
7,7,0.0039103031158447266,37
7,7,0.021654129028320312,241
7,7,0.006558895111083984,54
7,7,0.018166065216064453,224
7,7,0.012249469757080078,144
7,7,0.030918121337890625,391
7,7,0.01364278793334961,170
7,7,0.031234264373779297,395
7,7,0.014778852462768555,176
7,7,0.047538042068481445,593
7,7,0.013534069061279297,153
7,7,0.01956772804260254,158
7,7,0.02112746238708496,158
7,7,0.019599437713623047,232
7,7,0.017334938049316406,209
7,7,0.032904624938964844,325
7,7,0.09615969657897949,1015
7,7,0.03852367401123047,475
7,7,0.008826732635498047,96
7,7,0.03129434585571289,396
7,7,0.08481645584106445,1071
7,7,0.01677417755126953,207
7,7,0.03037095069885254,365
7,7,0.014359712600708008,169
7,7,0.06481146812438965,821
7,7,0.06264305114746094,769
7,7,0.028897762298583984,344
7,7,0.03357291221618652,402
7,7,0.03451871871948242,389
7,7,0.08614468574523926,931
7,7,0.0594174861907959,702
7,7,0.0182650089263916,187
7,7,0.030929088592529297,372
7,7,0.04010462760925293,494
7,7,0.009960174560546875,110
7,7,0.024874210357666016,308
7,7,0.01171731948852539,132
7,7,0.030568599700927734,374
7,7,0.0240781307220459,301
7,7,0.012678861618041992,142
7,7,0.02244424819946289,255
7,7,0.024831295013427734,135
7,7,0.012753009796142578,126
7,7,0.025708675384521484,315
7,7,0.010008096694946289,107
7,7,0.06380724906921387,592
7,7,0.08260583877563477,1003
7,7,0.0558013916015625,670
7,7,0.022473812103271484,254
7,7,0.10022115707397461,1246
7,7,0.01648259162902832,189
7,7,0.03348875045776367,425
7,7,0.005622386932373047,58
7,7,0.06428027153015137,786
7,7,0.02186107635498047,269
7,7,0.04850459098815918,579
7,7,0.06208324432373047,704
7,7,0.020114660263061523,214
7,7,0.0526576042175293,660
7,7,0.0036230087280273438,21
7,7,0.044473886489868164,548
7,7,0.03938150405883789,414
7,7,0.042437076568603516,520
7,7,0.01085519790649414,124
7,7,0.038092851638793945,424
7,7,0.039032697677612305,463
7,7,0.0644066333770752,646
7,7,0.19693207740783691,1885
7,7,0.029574155807495117,376
7,7,0.03643155097961426,441
7,7,0.03293251991271973,400
7,7,0.04516720771789551,539
7,7,0.01451873779296875,168
7,7,0.019881248474121094,232
7,7,0.043111324310302734,482
7,7,0.010709047317504883,109
7,7,0.015553474426269531,180
7,7,0.02732253074645996,302
8,8,0.048929691314697266,520
8,8,0.21281218528747559,2127
8,8,0.25517773628234863,2666
8,8,0.9286456108093262,8463
8,8,0.4775869846343994,4603
8,8,0.12346529960632324,1246
8,8,1.0131151676177979,9360
8,8,0.955054521560669,9363
8,8,0.03624749183654785,319
8,8,0.002687692642211914,13
8,8,0.6696648597717285,6620
8,8,1.1442933082580566,11433
8,8,0.36855006217956543,3902
8,8,0.7455618381500244,7084
8,8,0.07321405410766602,425
8,8,0.3958585262298584,3872
8,8,0.5662431716918945,4951
8,8,1.1313683986663818,8879
8,8,0.5132513046264648,5121
8,8,0.19979166984558105,1983
8,8,0.04497575759887695,385
8,8,0.030493974685668945,248
8,8,0.004567146301269531,33
8,8,0.7873051166534424,7940
8,8,0.21670150756835938,2046
8,8,0.327329158782959,3291
8,8,0.5165925025939941,5239
8,8,0.06304097175598145,487
8,8,0.6518659591674805,6321
8,8,0.21622467041015625,2245
8,8,0.14018726348876953,1398
8,8,0.16622233390808105,1442
8,8,0.4866182804107666,4732
8,8,0.21283340454101562,1680
8,8,0.7287893295288086,6717
8,8,0.2142796516418457,2088
8,8,0.10355448722839355,1071
8,8,0.4902536869049072,4131
8,8,0.2996046543121338,1000
8,8,1.4599521160125732,7558
8,8,0.0464322566986084,331
8,8,0.6906392574310303,6680
8,8,0.27465057373046875,2825
8,8,0.6655645370483398,6256
8,8,1.1958308219909668,11953
8,8,0.4749600887298584,4107
8,8,0.2994675636291504,2382
8,8,0.6828935146331787,4291
8,8,0.6453244686126709,6416
8,8,0.7231180667877197,6891
8,8,0.31826162338256836,3118
8,8,0.7191855907440186,7155
8,8,0.012687206268310547,113
8,8,0.341322660446167,1990
8,8,0.8457224369049072,5619
8,8,0.2422478199005127,2378
8,8,1.1158974170684814,10884
8,8,0.6809930801391602,6788
8,8,0.4481203556060791,4679
8,8,0.01134037971496582,92
8,8,0.13668394088745117,930
8,8,0.05112743377685547,532
8,8,0.1955397129058838,2005
8,8,0.7019355297088623,7173
8,8,0.018998384475708008,76
8,8,0.5866174697875977,6017
8,8,0.05834078788757324,537
8,8,0.04238390922546387,401
8,8,0.21030473709106445,2009
8,8,0.38610029220581055,3554
8,8,0.31215929985046387,3325
8,8,0.8022274971008301,7831
8,8,0.751659631729126,7454
8,8,0.27957916259765625,2573
8,8,0.11249256134033203,1091
8,8,0.30968761444091797,3089
8,8,0.12229156494140625,1227
8,8,0.30892133712768555,2936
8,8,0.07599449157714844,816
8,8,0.19734501838684082,2105
8,8,0.010576009750366211,109
8,8,0.0703125,672
8,8,0.29277658462524414,2688
8,8,0.18998312950134277,1873
8,8,1.1856024265289307,11718
8,8,0.9480667114257812,9637
8,8,0.472245454788208,4416
8,8,0.23987865447998047,2520
8,8,1.2923576831817627,12942
8,8,0.506476640701294,4681
8,8,0.32089829444885254,3492
8,8,0.6356165409088135,6414
8,8,0.33733057975769043,3651
8,8,0.07995867729187012,781
8,8,0.012247323989868164,120
8,8,0.048166513442993164,509
8,8,0.18504762649536133,1922
8,8,0.2601892948150635,2479
8,8,0.09226608276367188,918
8,8,2.070676803588867,19183
9,9,1.1601786613464355,10578
9,9,17.819387674331665,157363
9,9,5.922056674957275,51797
9,9,6.432672739028931,54585
9,9,23.343138933181763,199483
9,9,3.2111754417419434,26927
9,9,15.030373573303223,102247
9,9,4.305860280990601,39552
9,9,0.5626029968261719,5094
9,9,5.550539970397949,48989
9,9,10.63664960861206,92725
9,9,11.726069927215576,101836
9,9,6.194385766983032,54555
9,9,12.131462812423706,108251
9,9,27.486181497573853,239760
9,9,6.796616077423096,60539
9,9,23.13099956512451,209832
9,9,7.91029691696167,71656
9,9,6.515210151672363,57853
9,9,4.7353479862213135,41815
9,9,48.20922303199768,423181
9,9,9.087506294250488,82904
9,9,2.4737327098846436,22156
9,9,5.862917900085449,53561
9,9,58.41685891151428,532532
9,9,12.247235298156738,107941
9,9,2.63958740234375,23276
9,9,28.85234022140503,261503
9,9,7.541826248168945,69478
9,9,5.5392608642578125,50035
9,9,29.723458290100098,261085
9,9,10.949686288833618,97910
9,9,12.299637794494629,105507
9,9,6.260008335113525,53924
9,9,50.46500372886658,404436
9,9,8.044501304626465,72738
9,9,13.410708904266357,113390
9,9,59.60017657279968,537966
9,9,14.277256727218628,129658
9,9,29.159311771392822,265475
9,9,23.038233518600464,198609
9,9,9.72380018234253,87903
9,9,11.611677169799805,105307
9,9,21.36498188972473,197337
9,9,8.255162477493286,75557
9,9,1.9676084518432617,16881
9,9,0.2981142997741699,2306
9,9,12.890544176101685,105718
9,9,19.542675256729126,120731
9,9,55.722665548324585,499659
9,9,0.13056421279907227,1229
9,9,0.6850149631500244,6073
9,9,30.252392292022705,268584
9,9,4.400270223617554,40160
9,9,3.063033103942871,28196
9,9,21.65497398376465,195057
9,9,7.802038908004761,71305
9,9,3.2687389850616455,29408
9,9,1.4640123844146729,12637
9,9,10.806402444839478,97081
9,9,4.0387282371521,36811
9,9,32.15190052986145,245085
9,9,0.20664429664611816,1788
9,9,33.310198068618774,293681
9,9,68.12521028518677,592886
9,9,4.974758148193359,42300
9,9,8.036858558654785,70384
9,9,7.163369178771973,41847
9,9,7.3749401569366455,62659
9,9,45.66694259643555,407020
9,9,3.9605801105499268,36765
9,9,4.4459593296051025,39310
9,9,1.3461863994598389,12491
9,9,1.147850751876831,10438
9,9,12.03026008605957,108314
9,9,20.566070318222046,176439
9,9,15.376833200454712,138183
9,9,7.222188472747803,65735
9,9,4.573435544967651,41516
9,9,2.2093324661254883,19885
9,9,6.796743154525757,61569
9,9,9.776559114456177,86649
9,9,13.08477234840393,115438
9,9,6.053756475448608,53571
9,9,10.539365768432617,94776
9,9,2.8339109420776367,26485
9,9,9.69891357421875,88298
9,9,37.934916257858276,329723
9,9,2.0888540744781494,19122
9,9,30.03563642501831,276042
9,9,61.34294128417969,549962
9,9,1.4977996349334717,13353
9,9,19.025505781173706,165728
9,9,5.4853386878967285,49716
9,9,11.920058727264404,108537
9,9,8.505825519561768,77738
9,9,5.422341823577881,47234
9,9,5.919291973114014,50915
9,9,4.977437257766724,35543
9,9,0.9279758930206299,7881
